nucleus,energy,lifetime,lifetime_unit,life_mult,life_sec,Z,A,symbol,latex,natural_lw,combo
81-Tl-210,1316,1.3,M,60,78,81,210,Tl,$^{210}_{81}Tl$,8.439e-9,210Tl
82-Pb-183,60.6,415,MS,0.001,0.41500000000000004,82,183,Pb,$^{183}_{82}Pb$,1.586e-6,183Pb
82-Pb-183,110.8,415,MS,0.001,0.41500000000000004,82,183,Pb,$^{183}_{82}Pb$,1.586e-6,183Pb
82-Pb-183,217,535,MS,0.001,0.535,82,183,Pb,$^{183}_{82}Pb$,1.23e-6,183Pb
82-Pb-185,64,6.3,S,1,6.3,82,185,Pb,$^{185}_{82}Pb$,1.045e-7,185Pb
82-Pb-185,205,6.3,S,1,6.3,82,185,Pb,$^{185}_{82}Pb$,1.045e-7,185Pb
82-Pb-185,269,6.3,S,1,6.3,82,185,Pb,$^{185}_{82}Pb$,1.045e-7,185Pb
82-Pb-186,328,4.82,S,1,4.82,82,186,Pb,$^{186}_{82}Pb$,1.366e-7,186Pb
82-Pb-187,195,15.2,S,1,15.2,82,187,Pb,$^{187}_{82}Pb$,4.33e-8,187Pb
82-Pb-187,208,15.2,S,1,15.2,82,187,Pb,$^{187}_{82}Pb$,4.33e-8,187Pb
82-Pb-187,275.5,15.2,S,1,15.2,82,187,Pb,$^{187}_{82}Pb$,4.33e-8,187Pb
82-Pb-187,299.5,15.2,S,1,15.2,82,187,Pb,$^{187}_{82}Pb$,4.33e-8,187Pb
82-Pb-187,331.4,18.3,S,1,18.3,82,187,Pb,$^{187}_{82}Pb$,3.597e-8,187Pb
82-Pb-187,343.5,18.3,S,1,18.3,82,187,Pb,$^{187}_{82}Pb$,3.597e-8,187Pb
82-Pb-187,393.4,18.3,S,1,18.3,82,187,Pb,$^{187}_{82}Pb$,3.597e-8,187Pb
82-Pb-187,493.6,15.2,S,1,15.2,82,187,Pb,$^{187}_{82}Pb$,4.33e-8,187Pb
82-Pb-187,617.2,15.2,S,1,15.2,82,187,Pb,$^{187}_{82}Pb$,4.33e-8,187Pb
82-Pb-188,185,25.1,S,1,25.1,82,188,Pb,$^{188}_{82}Pb$,2.622e-8,188Pb
82-Pb-188,367,25.1,S,1,25.1,82,188,Pb,$^{188}_{82}Pb$,2.622e-8,188Pb
82-Pb-188,375,25.1,S,1,25.1,82,188,Pb,$^{188}_{82}Pb$,2.622e-8,188Pb
82-Pb-188,758.2,25.1,S,1,25.1,82,188,Pb,$^{188}_{82}Pb$,2.622e-8,188Pb
82-Pb-189,318.8,39,S,1,39,82,189,Pb,$^{189}_{82}Pb$,1.688e-8,189Pb
82-Pb-189,386.2,50,S,1,50,82,189,Pb,$^{189}_{82}Pb$,1.316e-8,189Pb
82-Pb-189,463.7,50,S,1,50,82,189,Pb,$^{189}_{82}Pb$,1.316e-8,189Pb
82-Pb-189,463.7,39,S,1,39,82,189,Pb,$^{189}_{82}Pb$,1.688e-8,189Pb
82-Pb-189,468.4,22.2,US,1e-6,2.2199999999999998e-5,82,189,Pb,$^{189}_{82}Pb$,0.02965,189Pb
82-Pb-189,480.3,50,S,1,50,82,189,Pb,$^{189}_{82}Pb$,1.316e-8,189Pb
82-Pb-189,530.3,22.2,US,1e-6,2.2199999999999998e-5,82,189,Pb,$^{189}_{82}Pb$,0.02965,189Pb
82-Pb-189,667.4,39,S,1,39,82,189,Pb,$^{189}_{82}Pb$,1.688e-8,189Pb
82-Pb-189,818.8,22.2,US,1e-6,2.2199999999999998e-5,82,189,Pb,$^{189}_{82}Pb$,0.02965,189Pb
82-Pb-190,151.19,71,S,1,71,82,190,Pb,$^{190}_{82}Pb$,9.271e-9,190Pb
82-Pb-190,598.3,71,S,1,71,82,190,Pb,$^{190}_{82}Pb$,9.271e-9,190Pb
82-Pb-190,942.2,71,S,1,71,82,190,Pb,$^{190}_{82}Pb$,9.271e-9,190Pb
82-Pb-191,387.1,2.18,M,60,130.8,82,191,Pb,$^{191}_{82}Pb$,5.032e-9,191Pb
82-Pb-191,613.5,2.18,M,60,130.8,82,191,Pb,$^{191}_{82}Pb$,5.032e-9,191Pb
82-Pb-191,712.2,2.18,M,60,130.8,82,191,Pb,$^{191}_{82}Pb$,5.032e-9,191Pb
82-Pb-192,167.5,3.5,M,60,210,82,192,Pb,$^{192}_{82}Pb$,3.134e-9,192Pb
82-Pb-192,608.2,3.5,M,60,210,82,192,Pb,$^{192}_{82}Pb$,3.134e-9,192Pb
82-Pb-192,1195.4,3.5,M,60,210,82,192,Pb,$^{192}_{82}Pb$,3.134e-9,192Pb
82-Pb-193,392.2,5.8,M,60,348,82,193,Pb,$^{193}_{82}Pb$,1.891e-9,193Pb
82-Pb-193,716.5,5.8,M,60,348,82,193,Pb,$^{193}_{82}Pb$,1.891e-9,193Pb
82-Pb-193,736.1,5.8,M,60,348,82,193,Pb,$^{193}_{82}Pb$,1.891e-9,193Pb
82-Pb-194,203.8,10.7,M,60,642,82,194,Pb,$^{194}_{82}Pb$,1.025e-9,194Pb
82-Pb-194,581.82,10.7,M,60,642,82,194,Pb,$^{194}_{82}Pb$,1.025e-9,194Pb
82-Pb-194,1519.45,10.7,M,60,642,82,194,Pb,$^{194}_{82}Pb$,1.025e-9,194Pb
82-Pb-195,383.64,15,M,60,900,82,195,Pb,$^{195}_{82}Pb$,7.313e-10,195Pb
82-Pb-195,393.7,15,M,60,900,82,195,Pb,$^{195}_{82}Pb$,7.313e-10,195Pb
82-Pb-195,394.21,15,M,60,900,82,195,Pb,$^{195}_{82}Pb$,7.313e-10,195Pb
82-Pb-195,871,15,M,60,900,82,195,Pb,$^{195}_{82}Pb$,7.313e-10,195Pb
82-Pb-195,878.4,15,M,60,900,82,195,Pb,$^{195}_{82}Pb$,7.313e-10,195Pb
82-Pb-195,883.1,15,M,60,900,82,195,Pb,$^{195}_{82}Pb$,7.313e-10,195Pb
82-Pb-196,253.1,37,M,60,2220,82,196,Pb,$^{196}_{82}Pb$,2.965e-10,196Pb
82-Pb-196,366.5,37,M,60,2220,82,196,Pb,$^{196}_{82}Pb$,2.965e-10,196Pb
82-Pb-196,502.1,37,M,60,2220,82,196,Pb,$^{196}_{82}Pb$,2.965e-10,196Pb
82-Pb-197,84.9,42.9,M,60,2574,82,197,Pb,$^{197}_{82}Pb$,2.557e-10,197Pb
82-Pb-197,222.75,43,M,60,2580,82,197,Pb,$^{197}_{82}Pb$,2.551e-10,197Pb
82-Pb-197,234.4,42.9,M,60,2574,82,197,Pb,$^{197}_{82}Pb$,2.557e-10,197Pb
82-Pb-197,375.48,8,M,60,480,82,197,Pb,$^{197}_{82}Pb$,1.371e-9,197Pb
82-Pb-197,385.85,8,M,60,480,82,197,Pb,$^{197}_{82}Pb$,1.371e-9,197Pb
82-Pb-197,385.85,43,M,60,2580,82,197,Pb,$^{197}_{82}Pb$,2.551e-10,197Pb
82-Pb-197,387.72,43,M,60,2580,82,197,Pb,$^{197}_{82}Pb$,2.551e-10,197Pb
82-Pb-197,761.14,8,M,60,480,82,197,Pb,$^{197}_{82}Pb$,1.371e-9,197Pb
82-Pb-198,173.4,2.4,H,3600,8640,82,198,Pb,$^{198}_{82}Pb$,7.618e-11,198Pb
82-Pb-198,290.3,2.4,H,3600,8640,82,198,Pb,$^{198}_{82}Pb$,7.618e-11,198Pb
82-Pb-198,365.4,2.4,H,3600,8640,82,198,Pb,$^{198}_{82}Pb$,7.618e-11,198Pb
82-Pb-199,332.2,12.2,M,60,732,82,199,Pb,$^{199}_{82}Pb$,8.992e-10,199Pb
82-Pb-199,353.39,90,M,60,5400,82,199,Pb,$^{199}_{82}Pb$,1.219e-10,199Pb
82-Pb-199,366.9,90,M,60,5400,82,199,Pb,$^{199}_{82}Pb$,1.219e-10,199Pb
82-Pb-199,369,12.2,M,60,732,82,199,Pb,$^{199}_{82}Pb$,8.992e-10,199Pb
82-Pb-199,381.98,12.2,M,60,732,82,199,Pb,$^{199}_{82}Pb$,8.992e-10,199Pb
82-Pb-199,424.1,12.2,M,60,732,82,199,Pb,$^{199}_{82}Pb$,8.992e-10,199Pb
82-Pb-199,1135.04,90,M,60,5400,82,199,Pb,$^{199}_{82}Pb$,1.219e-10,199Pb
82-Pb-200,147.63,21.5,H,3600,77400,82,200,Pb,$^{200}_{82}Pb$,8.504e-12,200Pb
82-Pb-200,235.62,21.5,H,3600,77400,82,200,Pb,$^{200}_{82}Pb$,8.504e-12,200Pb
82-Pb-200,257.19,21.5,H,3600,77400,82,200,Pb,$^{200}_{82}Pb$,8.504e-12,200Pb
82-Pb-201,331.15,9.33,H,3600,33588,82,201,Pb,$^{201}_{82}Pb$,1.96e-11,201Pb
82-Pb-201,361.25,9.33,H,3600,33588,82,201,Pb,$^{201}_{82}Pb$,1.96e-11,201Pb
82-Pb-201,945.96,9.33,H,3600,33588,82,201,Pb,$^{201}_{82}Pb$,1.96e-11,201Pb
82-Pb-202,389.94,3.54,H,3600,12744,82,202,Pb,$^{202}_{82}Pb$,5.165e-11,202Pb
82-Pb-202,422.12,3.54,H,3600,12744,82,202,Pb,$^{202}_{82}Pb$,5.165e-11,202Pb
82-Pb-202,459.72,3.54,H,3600,12744,82,202,Pb,$^{202}_{82}Pb$,5.165e-11,202Pb
82-Pb-202,490.47,3.54,H,3600,12744,82,202,Pb,$^{202}_{82}Pb$,5.165e-11,202Pb
82-Pb-202,786.99,3.54,H,3600,12744,82,202,Pb,$^{202}_{82}Pb$,5.165e-11,202Pb
82-Pb-202,960.7,3.54,H,3600,12744,82,202,Pb,$^{202}_{82}Pb$,5.165e-11,202Pb
82-Pb-203,258.4,480,MS,0.001,0.48,82,203,Pb,$^{203}_{82}Pb$,1.371e-6,203Pb
82-Pb-203,279.2,51.92,H,3600,186912,82,203,Pb,$^{203}_{82}Pb$,3.522e-12,203Pb
82-Pb-203,401.32,51.92,H,3600,186912,82,203,Pb,$^{203}_{82}Pb$,3.522e-12,203Pb
82-Pb-203,680.51,51.92,H,3600,186912,82,203,Pb,$^{203}_{82}Pb$,3.522e-12,203Pb
82-Pb-203,820,6.21,S,1,6.21,82,203,Pb,$^{203}_{82}Pb$,1.06e-7,203Pb
82-Pb-203,825.1,480,MS,0.001,0.48,82,203,Pb,$^{203}_{82}Pb$,1.371e-6,203Pb
82-Pb-203,825.3,6.21,S,1,6.21,82,203,Pb,$^{203}_{82}Pb$,1.06e-7,203Pb
82-Pb-203,838.5,480,MS,0.001,0.48,82,203,Pb,$^{203}_{82}Pb$,1.371e-6,203Pb
82-Pb-204,374.76,66.93,M,60,4015.8,82,204,Pb,$^{204}_{82}Pb$,1.639e-10,204Pb
82-Pb-204,899.15,66.93,M,60,4015.8,82,204,Pb,$^{204}_{82}Pb$,1.639e-10,204Pb
82-Pb-204,911.74,66.93,M,60,4015.8,82,204,Pb,$^{204}_{82}Pb$,1.639e-10,204Pb
82-Pb-205,284.1,5.55,MS,0.001,0.00555,82,205,Pb,$^{205}_{82}Pb$,1.186e-4,205Pb
82-Pb-205,703.2,5.55,MS,0.001,0.00555,82,205,Pb,$^{205}_{82}Pb$,1.186e-4,205Pb
82-Pb-205,987.5,5.55,MS,0.001,0.00555,82,205,Pb,$^{205}_{82}Pb$,1.186e-4,205Pb
82-Pb-206,458.1,202,NS,1e-9,2.02e-7,82,206,Pb,$^{206}_{82}Pb$,3.258,206Pb
82-Pb-206,516.18,125,US,1e-6,1.25e-4,82,206,Pb,$^{206}_{82}Pb$,0.005266,206Pb
82-Pb-206,803.06,125,US,1e-6,1.25e-4,82,206,Pb,$^{206}_{82}Pb$,0.005266,206Pb
82-Pb-206,880.98,125,US,1e-6,1.25e-4,82,206,Pb,$^{206}_{82}Pb$,0.005266,206Pb
82-Pb-206,1299.1,202,NS,1e-9,2.02e-7,82,206,Pb,$^{206}_{82}Pb$,3.258,206Pb
82-Pb-206,1369,202,NS,1e-9,2.02e-7,82,206,Pb,$^{206}_{82}Pb$,3.258,206Pb
82-Pb-207,569.7,0.806,S,1,0.806,82,207,Pb,$^{207}_{82}Pb$,8.166e-7,207Pb
82-Pb-207,1063.66,0.806,S,1,0.806,82,207,Pb,$^{207}_{82}Pb$,8.166e-7,207Pb
82-Pb-210,46.54,22.2,Y,31557600,700578720,82,210,Pb,$^{210}_{82}Pb$,9.395e-16,210Pb
82-Pb-211,404.85,36.1,M,60,2166,82,211,Pb,$^{211}_{82}Pb$,3.039e-10,211Pb
82-Pb-211,427.09,36.1,M,60,2166,82,211,Pb,$^{211}_{82}Pb$,3.039e-10,211Pb
82-Pb-211,832.01,36.1,M,60,2166,82,211,Pb,$^{211}_{82}Pb$,3.039e-10,211Pb
82-Pb-212,115.18,10.64,H,3600,38304,82,212,Pb,$^{212}_{82}Pb$,1.718e-11,212Pb
82-Pb-212,238.63,10.64,H,3600,38304,82,212,Pb,$^{212}_{82}Pb$,1.718e-11,212Pb
82-Pb-212,300.09,10.64,H,3600,38304,82,212,Pb,$^{212}_{82}Pb$,1.718e-11,212Pb
82-Pb-214,242,26.8,M,60,1608,82,214,Pb,$^{214}_{82}Pb$,4.093e-10,214Pb
82-Pb-214,295.22,26.8,M,60,1608,82,214,Pb,$^{214}_{82}Pb$,4.093e-10,214Pb
82-Pb-214,351.93,26.8,M,60,1608,82,214,Pb,$^{214}_{82}Pb$,4.093e-10,214Pb
83-Bi-184,124,13,MS,0.001,0.013000000000000001,83,184,Bi,$^{184}_{83}Bi$,5.063e-5,184Bi
83-Bi-184,449,6.6,MS,0.001,0.0066,83,184,Bi,$^{184}_{83}Bi$,9.973e-5,184Bi
83-Bi-186,108.5,9.8,MS,0.001,0.009800000000000001,83,186,Bi,$^{186}_{83}Bi$,6.716e-5,186Bi
83-Bi-186,380,14.8,MS,0.001,0.0148,83,186,Bi,$^{186}_{83}Bi$,4.447e-5,186Bi
83-Bi-186,444,14.8,MS,0.001,0.0148,83,186,Bi,$^{186}_{83}Bi$,4.447e-5,186Bi
83-Bi-186,520,14.8,MS,0.001,0.0148,83,186,Bi,$^{186}_{83}Bi$,4.447e-5,186Bi
83-Bi-188,70.5,265,MS,0.001,0.265,83,188,Bi,$^{188}_{83}Bi$,2.484e-6,188Bi
83-Bi-188,99,60,MS,0.001,0.06,83,188,Bi,$^{188}_{83}Bi$,1.097e-5,188Bi
83-Bi-188,117.5,60,MS,0.001,0.06,83,188,Bi,$^{188}_{83}Bi$,1.097e-5,188Bi
83-Bi-188,249,265,MS,0.001,0.265,83,188,Bi,$^{188}_{83}Bi$,2.484e-6,188Bi
83-Bi-188,320,265,MS,0.001,0.265,83,188,Bi,$^{188}_{83}Bi$,2.484e-6,188Bi
83-Bi-189,164,674,MS,0.001,0.674,83,189,Bi,$^{189}_{83}Bi$,9.766e-7,189Bi
83-Bi-189,286,5,MS,0.001,0.005,83,189,Bi,$^{189}_{83}Bi$,1.316e-4,189Bi
83-Bi-189,286,674,MS,0.001,0.674,83,189,Bi,$^{189}_{83}Bi$,9.766e-7,189Bi
83-Bi-190,78.5,6.3,S,1,6.3,83,190,Bi,$^{190}_{83}Bi$,1.045e-7,190Bi
83-Bi-190,89.5,6.2,S,1,6.2,83,190,Bi,$^{190}_{83}Bi$,1.062e-7,190Bi
83-Bi-190,293.7,6.3,S,1,6.3,83,190,Bi,$^{190}_{83}Bi$,1.045e-7,190Bi
83-Bi-190,373.9,6.2,S,1,6.2,83,190,Bi,$^{190}_{83}Bi$,1.062e-7,190Bi
83-Bi-192,33.6,39.6,S,1,39.6,83,192,Bi,$^{192}_{83}Bi$,1.662e-8,192Bi
83-Bi-192,103.1,39.6,S,1,39.6,83,192,Bi,$^{192}_{83}Bi$,1.662e-8,192Bi
83-Bi-192,184.6,34.6,S,1,34.6,83,192,Bi,$^{192}_{83}Bi$,1.902e-8,192Bi
83-Bi-192,268.8,39.6,S,1,39.6,83,192,Bi,$^{192}_{83}Bi$,1.662e-8,192Bi
83-Bi-194,63.9,115,S,1,115,83,194,Bi,$^{194}_{83}Bi$,5.724e-9,194Bi
83-Bi-194,112.2,115,S,1,115,83,194,Bi,$^{194}_{83}Bi$,5.724e-9,194Bi
83-Bi-194,151.3,95,S,1,95,83,194,Bi,$^{194}_{83}Bi$,6.929e-9,194Bi
83-Bi-194,272.4,115,S,1,115,83,194,Bi,$^{194}_{83}Bi$,5.724e-9,194Bi
83-Bi-194,671.8,95,S,1,95,83,194,Bi,$^{194}_{83}Bi$,6.929e-9,194Bi
83-Bi-194,710.9,95,S,1,95,83,194,Bi,$^{194}_{83}Bi$,6.929e-9,194Bi
83-Bi-194,773.5,95,S,1,95,83,194,Bi,$^{194}_{83}Bi$,6.929e-9,194Bi
83-Bi-196,102,240,S,1,240,83,196,Bi,$^{196}_{83}Bi$,2.743e-9,196Bi
83-Bi-196,158.3,240,S,1,240,83,196,Bi,$^{196}_{83}Bi$,2.743e-9,196Bi
83-Bi-196,200,5.13,M,60,307.8,83,196,Bi,$^{196}_{83}Bi$,2.138e-9,196Bi
83-Bi-196,372.2,240,S,1,240,83,196,Bi,$^{196}_{83}Bi$,2.743e-9,196Bi
83-Bi-196,689.3,308,S,1,308,83,196,Bi,$^{196}_{83}Bi$,2.137e-9,196Bi
83-Bi-196,689.3,240,S,1,240,83,196,Bi,$^{196}_{83}Bi$,2.743e-9,196Bi
83-Bi-196,776.6,308,S,1,308,83,196,Bi,$^{196}_{83}Bi$,2.137e-9,196Bi
83-Bi-196,1049.4,240,S,1,240,83,196,Bi,$^{196}_{83}Bi$,2.743e-9,196Bi
83-Bi-196,1049.4,308,S,1,308,83,196,Bi,$^{196}_{83}Bi$,2.137e-9,196Bi
83-Bi-197,84.9,9.33,M,60,559.8,83,197,Bi,$^{197}_{83}Bi$,1.176e-9,197Bi
83-Bi-197,215.3,5.04,M,60,302.4,83,197,Bi,$^{197}_{83}Bi$,2.177e-9,197Bi
83-Bi-197,854.5,9.33,M,60,559.8,83,197,Bi,$^{197}_{83}Bi$,1.176e-9,197Bi
83-Bi-197,867.2,9.33,M,60,559.8,83,197,Bi,$^{197}_{83}Bi$,1.176e-9,197Bi
83-Bi-197,1809,5.04,M,60,302.4,83,197,Bi,$^{197}_{83}Bi$,2.177e-9,197Bi
83-Bi-197,1837.7,5.04,M,60,302.4,83,197,Bi,$^{197}_{83}Bi$,2.177e-9,197Bi
83-Bi-198,197.6,11.6,M,60,696,83,198,Bi,$^{198}_{83}Bi$,9.457e-10,198Bi
83-Bi-198,248.5,7.7,S,1,7.7,83,198,Bi,$^{198}_{83}Bi$,8.548e-8,198Bi
83-Bi-198,562.4,11.6,M,60,696,83,198,Bi,$^{198}_{83}Bi$,9.457e-10,198Bi
83-Bi-198,1063.45,11.6,M,60,696,83,198,Bi,$^{198}_{83}Bi$,9.457e-10,198Bi
83-Bi-199,274.6,0.1,US,1e-6,1e-7,83,199,Bi,$^{199}_{83}Bi$,6.582,199Bi
83-Bi-199,499.8,0.1,US,1e-6,1e-7,83,199,Bi,$^{199}_{83}Bi$,6.582,199Bi
83-Bi-199,1002.5,0.1,US,1e-6,1e-7,83,199,Bi,$^{199}_{83}Bi$,6.582,199Bi
83-Bi-200,419.77,36.4,M,60,2184,83,200,Bi,$^{200}_{83}Bi$,3.014e-10,200Bi
83-Bi-200,419.8,31,M,60,1860,83,200,Bi,$^{200}_{83}Bi$,3.539e-10,200Bi
83-Bi-200,462.34,36.4,M,60,2184,83,200,Bi,$^{200}_{83}Bi$,3.014e-10,200Bi
83-Bi-200,462.4,31,M,60,1860,83,200,Bi,$^{200}_{83}Bi$,3.539e-10,200Bi
83-Bi-200,1026.49,36.4,M,60,2184,83,200,Bi,$^{200}_{83}Bi$,3.014e-10,200Bi
83-Bi-200,1026.8,31,M,60,1860,83,200,Bi,$^{200}_{83}Bi$,3.539e-10,200Bi
83-Bi-201,629.1,103,M,60,6180,83,201,Bi,$^{201}_{83}Bi$,1.065e-10,201Bi
83-Bi-201,936.2,103,M,60,6180,83,201,Bi,$^{201}_{83}Bi$,1.065e-10,201Bi
83-Bi-201,1014.1,103,M,60,6180,83,201,Bi,$^{201}_{83}Bi$,1.065e-10,201Bi
83-Bi-202,422.13,1.71,H,3600,6156,83,202,Bi,$^{202}_{83}Bi$,1.069e-10,202Bi
83-Bi-202,657.49,1.71,H,3600,6156,83,202,Bi,$^{202}_{83}Bi$,1.069e-10,202Bi
83-Bi-202,960.67,1.71,H,3600,6156,83,202,Bi,$^{202}_{83}Bi$,1.069e-10,202Bi
83-Bi-203,189.5,305,MS,0.001,0.305,83,203,Bi,$^{203}_{83}Bi$,2.158e-6,203Bi
83-Bi-203,820.2,11.76,H,3600,42336,83,203,Bi,$^{203}_{83}Bi$,1.555e-11,203Bi
83-Bi-203,825.2,11.76,H,3600,42336,83,203,Bi,$^{203}_{83}Bi$,1.555e-11,203Bi
83-Bi-203,893.5,305,MS,0.001,0.305,83,203,Bi,$^{203}_{83}Bi$,2.158e-6,203Bi
83-Bi-203,896.9,11.76,H,3600,42336,83,203,Bi,$^{203}_{83}Bi$,1.555e-11,203Bi
83-Bi-203,908.6,305,MS,0.001,0.305,83,203,Bi,$^{203}_{83}Bi$,2.158e-6,203Bi
83-Bi-204,374.76,11.22,H,3600,40392,83,204,Bi,$^{204}_{83}Bi$,1.63e-11,204Bi
83-Bi-204,608.1,1.07,MS,0.001,0.00107,83,204,Bi,$^{204}_{83}Bi$,6.152e-4,204Bi
83-Bi-204,736.4,1.07,MS,0.001,0.00107,83,204,Bi,$^{204}_{83}Bi$,6.152e-4,204Bi
83-Bi-204,752.1,1.07,MS,0.001,0.00107,83,204,Bi,$^{204}_{83}Bi$,6.152e-4,204Bi
83-Bi-204,899.15,11.22,H,3600,40392,83,204,Bi,$^{204}_{83}Bi$,1.63e-11,204Bi
83-Bi-204,983.98,11.22,H,3600,40392,83,204,Bi,$^{204}_{83}Bi$,1.63e-11,204Bi
83-Bi-205,703.45,15.31,D,86400,1322784,83,205,Bi,$^{205}_{83}Bi$,4.976e-13,205Bi
83-Bi-205,987.66,15.31,D,86400,1322784,83,205,Bi,$^{205}_{83}Bi$,4.976e-13,205Bi
83-Bi-205,1764.3,15.31,D,86400,1322784,83,205,Bi,$^{205}_{83}Bi$,4.976e-13,205Bi
83-Bi-206,516.18,6.243,D,86400,539395.2000000001,83,206,Bi,$^{206}_{83}Bi$,1.22e-12,206Bi
83-Bi-206,803.1,6.243,D,86400,539395.2000000001,83,206,Bi,$^{206}_{83}Bi$,1.22e-12,206Bi
83-Bi-206,881.01,6.243,D,86400,539395.2000000001,83,206,Bi,$^{206}_{83}Bi$,1.22e-12,206Bi
83-Bi-207,456.1,182,US,1e-6,1.8199999999999998e-4,83,207,Bi,$^{207}_{83}Bi$,0.003617,207Bi
83-Bi-207,569.7,31.55,Y,31557600,995642280,83,207,Bi,$^{207}_{83}Bi$,6.611e-16,207Bi
83-Bi-207,669.5,182,US,1e-6,1.8199999999999998e-4,83,207,Bi,$^{207}_{83}Bi$,0.003617,207Bi
83-Bi-207,713.5,182,US,1e-6,1.8199999999999998e-4,83,207,Bi,$^{207}_{83}Bi$,0.003617,207Bi
83-Bi-207,1063.66,31.55,Y,31557600,995642280,83,207,Bi,$^{207}_{83}Bi$,6.611e-16,207Bi
83-Bi-207,1770.23,31.55,Y,31557600,995642280,83,207,Bi,$^{207}_{83}Bi$,6.611e-16,207Bi
83-Bi-208,510.3,2.58,MS,0.001,0.0025800000000000003,83,208,Bi,$^{208}_{83}Bi$,2.551e-4,208Bi
83-Bi-208,650.1,2.58,MS,0.001,0.0025800000000000003,83,208,Bi,$^{208}_{83}Bi$,2.551e-4,208Bi
83-Bi-208,921,2.58,MS,0.001,0.0025800000000000003,83,208,Bi,$^{208}_{83}Bi$,2.551e-4,208Bi
83-Bi-208,2614.5,368000,Y,31557600,11613196800000,83,208,Bi,$^{208}_{83}Bi$,5.668000000000001e-20,208Bi
83-Bi-209,204,19e18,Y,31557600,5995944e20,83,209,Bi,$^{209}_{83}Bi$,1.0979999999999999e-33,209Bi
83-Bi-210,265.6,3040000,Y,31557600,95935104000000,83,210,Bi,$^{210}_{83}Bi$,6.861e-21,210Bi
83-Bi-210,265.83,5.012,D,86400,433036.8,83,210,Bi,$^{210}_{83}Bi$,1.52e-12,210Bi
83-Bi-210,304.6,3040000,Y,31557600,95935104000000,83,210,Bi,$^{210}_{83}Bi$,6.861e-21,210Bi
83-Bi-210,304.9,5.012,D,86400,433036.8,83,210,Bi,$^{210}_{83}Bi$,1.52e-12,210Bi
83-Bi-210,649.6,3040000,Y,31557600,95935104000000,83,210,Bi,$^{210}_{83}Bi$,6.861e-21,210Bi
83-Bi-211,351.07,2.14,M,60,128.4,83,211,Bi,$^{211}_{83}Bi$,5.126e-9,211Bi
83-Bi-212,39.86,60.55,M,60,3633,83,212,Bi,$^{212}_{83}Bi$,1.812e-10,212Bi
83-Bi-212,275,25,M,60,1500,83,212,Bi,$^{212}_{83}Bi$,4.388e-10,212Bi
83-Bi-212,288.2,60.55,M,60,3633,83,212,Bi,$^{212}_{83}Bi$,1.812e-10,212Bi
83-Bi-212,404,25,M,60,1500,83,212,Bi,$^{212}_{83}Bi$,4.388e-10,212Bi
83-Bi-212,452.98,60.55,M,60,3633,83,212,Bi,$^{212}_{83}Bi$,1.812e-10,212Bi
83-Bi-212,727,25,M,60,1500,83,212,Bi,$^{212}_{83}Bi$,4.388e-10,212Bi
83-Bi-212,727.33,60.55,M,60,3633,83,212,Bi,$^{212}_{83}Bi$,1.812e-10,212Bi
83-Bi-212,785.37,60.55,M,60,3633,83,212,Bi,$^{212}_{83}Bi$,1.812e-10,212Bi
83-Bi-212,1620.5,60.55,M,60,3633,83,212,Bi,$^{212}_{83}Bi$,1.812e-10,212Bi
83-Bi-213,292.8,45.59,M,60,2735.4,83,213,Bi,$^{213}_{83}Bi$,2.406e-10,213Bi
83-Bi-213,323.81,45.59,M,60,2735.4,83,213,Bi,$^{213}_{83}Bi$,2.406e-10,213Bi
83-Bi-213,440.45,45.59,M,60,2735.4,83,213,Bi,$^{213}_{83}Bi$,2.406e-10,213Bi
83-Bi-213,544.9,45.59,M,60,2735.4,83,213,Bi,$^{213}_{83}Bi$,2.406e-10,213Bi
83-Bi-213,807.36,45.59,M,60,2735.4,83,213,Bi,$^{213}_{83}Bi$,2.406e-10,213Bi
83-Bi-213,868,45.59,M,60,2735.4,83,213,Bi,$^{213}_{83}Bi$,2.406e-10,213Bi
83-Bi-214,62.5,19.9,M,60,1194,83,214,Bi,$^{214}_{83}Bi$,5.513e-10,214Bi
83-Bi-214,191.1,19.9,M,60,1194,83,214,Bi,$^{214}_{83}Bi$,5.513e-10,214Bi
83-Bi-214,609.32,19.9,M,60,1194,83,214,Bi,$^{214}_{83}Bi$,5.513e-10,214Bi
83-Bi-214,1120.29,19.9,M,60,1194,83,214,Bi,$^{214}_{83}Bi$,5.513e-10,214Bi
83-Bi-214,1764.49,19.9,M,60,1194,83,214,Bi,$^{214}_{83}Bi$,5.513e-10,214Bi
83-Bi-215,186.8,36.4,S,1,36.4,83,215,Bi,$^{215}_{83}Bi$,1.808e-8,215Bi
83-Bi-215,271.7,7.7,M,60,462,83,215,Bi,$^{215}_{83}Bi$,1.425e-9,215Bi
83-Bi-215,293.74,7.7,M,60,462,83,215,Bi,$^{215}_{83}Bi$,1.425e-9,215Bi
83-Bi-215,414.1,36.4,S,1,36.4,83,215,Bi,$^{215}_{83}Bi$,1.808e-8,215Bi
83-Bi-215,517.6,7.7,M,60,462,83,215,Bi,$^{215}_{83}Bi$,1.425e-9,215Bi
83-Bi-215,746.6,36.4,S,1,36.4,83,215,Bi,$^{215}_{83}Bi$,1.808e-8,215Bi
83-Bi-216,359.5,2.25,M,60,135,83,216,Bi,$^{216}_{83}Bi$,4.876e-9,216Bi
