nucleus,energy,lifetime,lifetime_unit,life_mult,life_sec,Z,A,symbol,latex,natural_lw,combo
27-Co-72,1096,59.9,MS,0.001,0.0599,27,72,Co,$^{72}_{27}Co$,1.099e-5,72Co
27-Co-74,739,30,MS,0.001,0.03,27,74,Co,$^{74}_{27}Co$,2.194e-5,74Co
27-Co-74,1024,30,MS,0.001,0.03,27,74,Co,$^{74}_{27}Co$,2.194e-5,74Co
28-Ni-50,63,17.2,MS,0.001,0.0172,28,50,Ni,$^{50}_{28}Ni$,3.827e-5,50Ni
28-Ni-50,90,17.2,MS,0.001,0.0172,28,50,Ni,$^{50}_{28}Ni$,3.827e-5,50Ni
28-Ni-51,765.3,23.8,MS,0.001,0.0238,28,51,Ni,$^{51}_{28}Ni$,2.766e-5,51Ni
28-Ni-51,1086.6,23.8,MS,0.001,0.0238,28,51,Ni,$^{51}_{28}Ni$,2.766e-5,51Ni
28-Ni-51,1743.4,23.8,MS,0.001,0.0238,28,51,Ni,$^{51}_{28}Ni$,2.766e-5,51Ni
28-Ni-54,937.1,104,MS,0.001,0.10400000000000001,28,54,Ni,$^{54}_{28}Ni$,6.329e-6,54Ni
28-Ni-56,158.38,6.075,D,86400,524880,28,56,Ni,$^{56}_{28}Ni$,1.254e-12,56Ni
28-Ni-56,749.95,6.075,D,86400,524880,28,56,Ni,$^{56}_{28}Ni$,1.254e-12,56Ni
28-Ni-56,811.85,6.075,D,86400,524880,28,56,Ni,$^{56}_{28}Ni$,1.254e-12,56Ni
28-Ni-57,127.16,35.6,H,3600,128160,28,57,Ni,$^{57}_{28}Ni$,5.136e-12,57Ni
28-Ni-57,1377.63,35.6,H,3600,128160,28,57,Ni,$^{57}_{28}Ni$,5.136e-12,57Ni
28-Ni-57,1919.52,35.6,H,3600,128160,28,57,Ni,$^{57}_{28}Ni$,5.136e-12,57Ni
28-Ni-65,366.27,2.51719,H,3600,9061.884,28,65,Ni,$^{65}_{28}Ni$,7.264e-11,65Ni
28-Ni-65,1115.53,2.51719,H,3600,9061.884,28,65,Ni,$^{65}_{28}Ni$,7.264e-11,65Ni
28-Ni-65,1481.84,2.51719,H,3600,9061.884,28,65,Ni,$^{65}_{28}Ni$,7.264e-11,65Ni
28-Ni-67,821.6,21,S,1,21,28,67,Ni,$^{67}_{28}Ni$,3.134e-8,67Ni
28-Ni-67,1115.3,21,S,1,21,28,67,Ni,$^{67}_{28}Ni$,3.134e-8,67Ni
28-Ni-67,1937.1,21,S,1,21,28,67,Ni,$^{67}_{28}Ni$,3.134e-8,67Ni
28-Ni-68,815,0.86,MS,0.001,8.6e-4,28,68,Ni,$^{68}_{28}Ni$,7.654e-4,68Ni
28-Ni-68,2033.2,0.86,MS,0.001,8.6e-4,28,68,Ni,$^{68}_{28}Ni$,7.654e-4,68Ni
28-Ni-69,679.7,11.4,S,1,11.4,28,69,Ni,$^{69}_{28}Ni$,5.774e-8,69Ni
28-Ni-69,1213,11.4,S,1,11.4,28,69,Ni,$^{69}_{28}Ni$,5.774e-8,69Ni
28-Ni-69,1871.1,11.4,S,1,11.4,28,69,Ni,$^{69}_{28}Ni$,5.774e-8,69Ni
28-Ni-70,78.3,6,S,1,6,28,70,Ni,$^{70}_{28}Ni$,1.097e-7,70Ni
28-Ni-70,1035.6,6,S,1,6,28,70,Ni,$^{70}_{28}Ni$,1.097e-7,70Ni
28-Ni-70,1277.6,6,S,1,6,28,70,Ni,$^{70}_{28}Ni$,1.097e-7,70Ni
28-Ni-71,454,2.3,S,1,2.3,28,71,Ni,$^{71}_{28}Ni$,2.862e-7,71Ni
28-Ni-71,534.4,2.56,S,1,2.56,28,71,Ni,$^{71}_{28}Ni$,2.571e-7,71Ni
28-Ni-71,1251.7,2.56,S,1,2.56,28,71,Ni,$^{71}_{28}Ni$,2.571e-7,71Ni
28-Ni-71,2017,2.56,S,1,2.56,28,71,Ni,$^{71}_{28}Ni$,2.571e-7,71Ni
28-Ni-72,94,1.57,S,1,1.57,28,72,Ni,$^{72}_{28}Ni$,4.192e-7,72Ni
28-Ni-72,376.4,1.57,S,1,1.57,28,72,Ni,$^{72}_{28}Ni$,4.192e-7,72Ni
28-Ni-72,987.3,1.57,S,1,1.57,28,72,Ni,$^{72}_{28}Ni$,4.192e-7,72Ni
28-Ni-73,166.1,0.84,S,1,0.84,28,73,Ni,$^{73}_{28}Ni$,7.836e-7,73Ni
28-Ni-73,961.2,0.84,S,1,0.84,28,73,Ni,$^{73}_{28}Ni$,7.836e-7,73Ni
28-Ni-73,1010,0.84,S,1,0.84,28,73,Ni,$^{73}_{28}Ni$,7.836e-7,73Ni
28-Ni-74,166.1,0.68,S,1,0.68,28,74,Ni,$^{74}_{28}Ni$,9.68e-7,74Ni
28-Ni-74,694.3,0.68,S,1,0.68,28,74,Ni,$^{74}_{28}Ni$,9.68e-7,74Ni
28-Ni-76,144,0.59,US,1e-6,5.9e-7,28,76,Ni,$^{76}_{28}Ni$,1.116,76Ni
28-Ni-76,930,0.59,US,1e-6,5.9e-7,28,76,Ni,$^{76}_{28}Ni$,1.116,76Ni
28-Ni-76,992,0.59,US,1e-6,5.9e-7,28,76,Ni,$^{76}_{28}Ni$,1.116,76Ni
29-Cu-57,768.5,196.3,MS,0.001,0.1963,29,57,Cu,$^{57}_{29}Cu$,3.353e-6,57Cu
29-Cu-57,1112.6,196.3,MS,0.001,0.1963,29,57,Cu,$^{57}_{29}Cu$,3.353e-6,57Cu
29-Cu-58,40.3,3.204,S,1,3.204,29,58,Cu,$^{58}_{29}Cu$,2.054e-7,58Cu
29-Cu-58,1448.3,3.204,S,1,3.204,29,58,Cu,$^{58}_{29}Cu$,2.054e-7,58Cu
29-Cu-58,1454.6,3.204,S,1,3.204,29,58,Cu,$^{58}_{29}Cu$,2.054e-7,58Cu
29-Cu-59,339.3,81.5,S,1,81.5,29,59,Cu,$^{59}_{29}Cu$,8.076e-9,59Cu
29-Cu-59,878,81.5,S,1,81.5,29,59,Cu,$^{59}_{29}Cu$,8.076e-9,59Cu
29-Cu-59,1301.35,81.5,S,1,81.5,29,59,Cu,$^{59}_{29}Cu$,8.076e-9,59Cu
29-Cu-60,826.4,23.7,M,60,1422,29,60,Cu,$^{60}_{29}Cu$,4.629e-10,60Cu
29-Cu-60,1332.5,23.7,M,60,1422,29,60,Cu,$^{60}_{29}Cu$,4.629e-10,60Cu
29-Cu-60,1791.6,23.7,M,60,1422,29,60,Cu,$^{60}_{29}Cu$,4.629e-10,60Cu
29-Cu-61,67.41,3.333,H,3600,11998.800000000001,29,61,Cu,$^{61}_{29}Cu$,5.486e-11,61Cu
29-Cu-61,282.96,3.333,H,3600,11998.800000000001,29,61,Cu,$^{61}_{29}Cu$,5.486e-11,61Cu
29-Cu-61,656.01,3.333,H,3600,11998.800000000001,29,61,Cu,$^{61}_{29}Cu$,5.486e-11,61Cu
29-Cu-62,875.71,9.673,M,60,580.38,29,62,Cu,$^{62}_{29}Cu$,1.134e-9,62Cu
29-Cu-62,1173.02,9.673,M,60,580.38,29,62,Cu,$^{62}_{29}Cu$,1.134e-9,62Cu
29-Cu-62,2301.96,9.673,M,60,580.38,29,62,Cu,$^{62}_{29}Cu$,1.134e-9,62Cu
29-Cu-64,1345.77,12.701,H,3600,45723.6,29,64,Cu,$^{64}_{29}Cu$,1.44e-11,64Cu
29-Cu-66,833,5.12,M,60,307.2,29,66,Cu,$^{66}_{29}Cu$,2.143e-9,66Cu
29-Cu-66,1039.2,5.12,M,60,307.2,29,66,Cu,$^{66}_{29}Cu$,2.143e-9,66Cu
29-Cu-66,1332.5,5.12,M,60,307.2,29,66,Cu,$^{66}_{29}Cu$,2.143e-9,66Cu
29-Cu-67,91.27,61.83,H,3600,222588,29,67,Cu,$^{67}_{29}Cu$,2.957e-12,67Cu
29-Cu-67,93.31,61.83,H,3600,222588,29,67,Cu,$^{67}_{29}Cu$,2.957e-12,67Cu
29-Cu-67,99.9,2.4,NS,1e-9,2.4e-9,29,67,Cu,$^{67}_{29}Cu$,274.3,67Cu
29-Cu-67,184.58,61.83,H,3600,222588,29,67,Cu,$^{67}_{29}Cu$,2.957e-12,67Cu
29-Cu-67,860.9,2.4,NS,1e-9,2.4e-9,29,67,Cu,$^{67}_{29}Cu$,274.3,67Cu
29-Cu-67,2502.6,2.4,NS,1e-9,2.4e-9,29,67,Cu,$^{67}_{29}Cu$,274.3,67Cu
29-Cu-68,84.6,3.75,M,60,225,29,68,Cu,$^{68}_{29}Cu$,2.925e-9,68Cu
29-Cu-68,111.3,3.75,M,60,225,29,68,Cu,$^{68}_{29}Cu$,2.925e-9,68Cu
29-Cu-68,525.9,3.75,M,60,225,29,68,Cu,$^{68}_{29}Cu$,2.925e-9,68Cu
29-Cu-68,1041,3.75,M,60,225,29,68,Cu,$^{68}_{29}Cu$,2.925e-9,68Cu
29-Cu-68,1077.7,3.75,M,60,225,29,68,Cu,$^{68}_{29}Cu$,2.925e-9,68Cu
29-Cu-68,1077.7,31.1,S,1,31.1,29,68,Cu,$^{68}_{29}Cu$,2.116e-8,68Cu
29-Cu-68,1261.8,31.1,S,1,31.1,29,68,Cu,$^{68}_{29}Cu$,2.116e-8,68Cu
29-Cu-68,1340.5,3.75,M,60,225,29,68,Cu,$^{68}_{29}Cu$,2.925e-9,68Cu
29-Cu-68,1883.8,31.1,S,1,31.1,29,68,Cu,$^{68}_{29}Cu$,2.116e-8,68Cu
29-Cu-69,531.2,2.85,M,60,171,29,69,Cu,$^{69}_{29}Cu$,3.849e-9,69Cu
29-Cu-69,834.4,2.85,M,60,171,29,69,Cu,$^{69}_{29}Cu$,3.849e-9,69Cu
29-Cu-69,1007.5,2.85,M,60,171,29,69,Cu,$^{69}_{29}Cu$,3.849e-9,69Cu
29-Cu-70,101.1,33,S,1,33,29,70,Cu,$^{70}_{29}Cu$,1.995e-8,70Cu
29-Cu-70,141.3,6.6,S,1,6.6,29,70,Cu,$^{70}_{29}Cu$,9.973e-8,70Cu
29-Cu-70,708.42,33,S,1,33,29,70,Cu,$^{70}_{29}Cu$,1.995e-8,70Cu
29-Cu-70,874.33,6.6,S,1,6.6,29,70,Cu,$^{70}_{29}Cu$,9.973e-8,70Cu
29-Cu-70,884.88,33,S,1,33,29,70,Cu,$^{70}_{29}Cu$,1.995e-8,70Cu
29-Cu-70,884.88,6.6,S,1,6.6,29,70,Cu,$^{70}_{29}Cu$,9.973e-8,70Cu
29-Cu-70,884.88,44.5,S,1,44.5,29,70,Cu,$^{70}_{29}Cu$,1.479e-8,70Cu
29-Cu-70,901.7,33,S,1,33,29,70,Cu,$^{70}_{29}Cu$,1.995e-8,70Cu
29-Cu-70,901.7,44.5,S,1,44.5,29,70,Cu,$^{70}_{29}Cu$,1.479e-8,70Cu
29-Cu-70,1072.2,6.6,S,1,6.6,29,70,Cu,$^{70}_{29}Cu$,9.973e-8,70Cu
29-Cu-70,1251.7,44.5,S,1,44.5,29,70,Cu,$^{70}_{29}Cu$,1.479e-8,70Cu
29-Cu-71,489.7,19.4,S,1,19.4,29,71,Cu,$^{71}_{29}Cu$,3.393e-8,71Cu
29-Cu-71,586.5,19.4,S,1,19.4,29,71,Cu,$^{71}_{29}Cu$,3.393e-8,71Cu
29-Cu-71,595.2,19.4,S,1,19.4,29,71,Cu,$^{71}_{29}Cu$,3.393e-8,71Cu
29-Cu-72,652.68,6.63,S,1,6.63,29,72,Cu,$^{72}_{29}Cu$,9.928e-8,72Cu
29-Cu-72,1004.7,6.63,S,1,6.63,29,72,Cu,$^{72}_{29}Cu$,9.928e-8,72Cu
29-Cu-72,1657.6,6.63,S,1,6.63,29,72,Cu,$^{72}_{29}Cu$,9.928e-8,72Cu
29-Cu-73,307.2,4.2,S,1,4.2,29,73,Cu,$^{73}_{29}Cu$,1.567e-7,73Cu
29-Cu-73,449.6,4.2,S,1,4.2,29,73,Cu,$^{73}_{29}Cu$,1.567e-7,73Cu
29-Cu-73,502.2,4.2,S,1,4.2,29,73,Cu,$^{73}_{29}Cu$,1.567e-7,73Cu
29-Cu-74,605.9,1.63,S,1,1.63,29,74,Cu,$^{74}_{29}Cu$,4.038e-7,74Cu
29-Cu-74,1064.35,1.63,S,1,1.63,29,74,Cu,$^{74}_{29}Cu$,4.038e-7,74Cu
29-Cu-74,1138.79,1.63,S,1,1.63,29,74,Cu,$^{74}_{29}Cu$,4.038e-7,74Cu
29-Cu-76,598.68,1.27,S,1,1.27,29,76,Cu,$^{76}_{29}Cu$,5.183e-7,76Cu
29-Cu-76,697.78,1.27,S,1,1.27,29,76,Cu,$^{76}_{29}Cu$,5.183e-7,76Cu
29-Cu-76,1337.08,1.27,S,1,1.27,29,76,Cu,$^{76}_{29}Cu$,5.183e-7,76Cu
29-Cu-78,730.4,335,MS,0.001,0.335,29,78,Cu,$^{78}_{29}Cu$,1.965e-6,78Cu
29-Cu-78,890.7,335,MS,0.001,0.335,29,78,Cu,$^{78}_{29}Cu$,1.965e-6,78Cu
29-Cu-78,908.3,335,MS,0.001,0.335,29,78,Cu,$^{78}_{29}Cu$,1.965e-6,78Cu
29-Cu-79,730,188,MS,0.001,0.188,29,79,Cu,$^{79}_{29}Cu$,3.501e-6,79Cu
30-Zn-58,203,86,MS,0.001,0.08600000000000001,30,58,Zn,$^{58}_{30}Zn$,7.654e-6,58Zn
30-Zn-58,848,86,MS,0.001,0.08600000000000001,30,58,Zn,$^{58}_{30}Zn$,7.654e-6,58Zn
30-Zn-59,423,182,MS,0.001,0.182,30,59,Zn,$^{59}_{30}Zn$,3.617e-6,59Zn
30-Zn-59,491.4,182,MS,0.001,0.182,30,59,Zn,$^{59}_{30}Zn$,3.617e-6,59Zn
30-Zn-59,914.2,182,MS,0.001,0.182,30,59,Zn,$^{59}_{30}Zn$,3.617e-6,59Zn
30-Zn-60,61.4,2.38,M,60,142.79999999999998,30,60,Zn,$^{60}_{30}Zn$,4.609e-9,60Zn
30-Zn-60,273.4,2.38,M,60,142.79999999999998,30,60,Zn,$^{60}_{30}Zn$,4.609e-9,60Zn
30-Zn-60,670.3,2.38,M,60,142.79999999999998,30,60,Zn,$^{60}_{30}Zn$,4.609e-9,60Zn
30-Zn-61,475,89.1,S,1,89.1,30,61,Zn,$^{61}_{30}Zn$,7.387e-9,61Zn
30-Zn-61,970,89.1,S,1,89.1,30,61,Zn,$^{61}_{30}Zn$,7.387e-9,61Zn
30-Zn-61,1660.4,89.1,S,1,89.1,30,61,Zn,$^{61}_{30}Zn$,7.387e-9,61Zn
30-Zn-62,40.85,9.26,H,3600,33336,30,62,Zn,$^{62}_{30}Zn$,1.974e-11,62Zn
30-Zn-62,548.35,9.26,H,3600,33336,30,62,Zn,$^{62}_{30}Zn$,1.974e-11,62Zn
30-Zn-62,596.56,9.26,H,3600,33336,30,62,Zn,$^{62}_{30}Zn$,1.974e-11,62Zn
30-Zn-63,669.62,38.47,M,60,2308.2,30,63,Zn,$^{63}_{30}Zn$,2.852e-10,63Zn
30-Zn-63,962.06,38.47,M,60,2308.2,30,63,Zn,$^{63}_{30}Zn$,2.852e-10,63Zn
30-Zn-63,1412.08,38.47,M,60,2308.2,30,63,Zn,$^{63}_{30}Zn$,2.852e-10,63Zn
30-Zn-65,344.95,243.93,D,86400,21075552,30,65,Zn,$^{65}_{30}Zn$,3.123e-14,65Zn
30-Zn-65,770.6,243.93,D,86400,21075552,30,65,Zn,$^{65}_{30}Zn$,3.123e-14,65Zn
30-Zn-65,1115.54,243.93,D,86400,21075552,30,65,Zn,$^{65}_{30}Zn$,3.123e-14,65Zn
30-Zn-69,318.4,56.4,M,60,3384,30,69,Zn,$^{69}_{30}Zn$,1.945e-10,69Zn
30-Zn-69,438.63,13.76,H,3600,49536,30,69,Zn,$^{69}_{30}Zn$,1.329e-11,69Zn
30-Zn-69,573.9,13.76,H,3600,49536,30,69,Zn,$^{69}_{30}Zn$,1.329e-11,69Zn
30-Zn-69,871.7,56.4,M,60,3384,30,69,Zn,$^{69}_{30}Zn$,1.945e-10,69Zn
30-Zn-71,386.28,3.96,H,3600,14256,30,71,Zn,$^{71}_{30}Zn$,4.617e-11,71Zn
30-Zn-71,390,2.45,M,60,147,30,71,Zn,$^{71}_{30}Zn$,4.478e-9,71Zn
30-Zn-71,487.34,3.96,H,3600,14256,30,71,Zn,$^{71}_{30}Zn$,4.617e-11,71Zn
30-Zn-71,511.6,2.45,M,60,147,30,71,Zn,$^{71}_{30}Zn$,4.478e-9,71Zn
30-Zn-71,620.19,3.96,H,3600,14256,30,71,Zn,$^{71}_{30}Zn$,4.617e-11,71Zn
30-Zn-71,910.3,2.45,M,60,147,30,71,Zn,$^{71}_{30}Zn$,4.478e-9,71Zn
30-Zn-72,144.7,46.5,H,3600,167400,30,72,Zn,$^{72}_{30}Zn$,3.932e-12,72Zn
30-Zn-72,191.5,46.5,H,3600,167400,30,72,Zn,$^{72}_{30}Zn$,3.932e-12,72Zn
30-Zn-73,42.1,5.8,S,1,5.8,30,73,Zn,$^{73}_{30}Zn$,1.135e-7,73Zn
30-Zn-73,218.1,23.5,S,1,23.5,30,73,Zn,$^{73}_{30}Zn$,2.801e-8,73Zn
30-Zn-73,495.6,23.5,S,1,23.5,30,73,Zn,$^{73}_{30}Zn$,2.801e-8,73Zn
30-Zn-73,910.5,23.5,S,1,23.5,30,73,Zn,$^{73}_{30}Zn$,2.801e-8,73Zn
30-Zn-74,49.09,95.6,S,1,95.6,30,74,Zn,$^{74}_{30}Zn$,6.885e-9,74Zn
30-Zn-74,56.56,95.6,S,1,95.6,30,74,Zn,$^{74}_{30}Zn$,6.885e-9,74Zn
30-Zn-74,143.14,95.6,S,1,95.6,30,74,Zn,$^{74}_{30}Zn$,6.885e-9,74Zn
30-Zn-75,155.94,10.2,S,1,10.2,30,75,Zn,$^{75}_{30}Zn$,6.453e-8,75Zn
30-Zn-75,228.67,10.2,S,1,10.2,30,75,Zn,$^{75}_{30}Zn$,6.453e-8,75Zn
30-Zn-75,432.29,10.2,S,1,10.2,30,75,Zn,$^{75}_{30}Zn$,6.453e-8,75Zn
30-Zn-76,75.9,5.7,S,1,5.7,30,76,Zn,$^{76}_{30}Zn$,1.155e-7,76Zn
30-Zn-76,199.2,5.7,S,1,5.7,30,76,Zn,$^{76}_{30}Zn$,1.155e-7,76Zn
30-Zn-76,365.98,5.7,S,1,5.7,30,76,Zn,$^{76}_{30}Zn$,1.155e-7,76Zn
30-Zn-77,189.49,2.08,S,1,2.08,30,77,Zn,$^{77}_{30}Zn$,3.164e-7,77Zn
30-Zn-77,473.94,2.08,S,1,2.08,30,77,Zn,$^{77}_{30}Zn$,3.164e-7,77Zn
30-Zn-77,772.39,1.05,S,1,1.05,30,77,Zn,$^{77}_{30}Zn$,6.269e-7,77Zn
30-Zn-77,1832,2.08,S,1,2.08,30,77,Zn,$^{77}_{30}Zn$,3.164e-7,77Zn
30-Zn-78,181.68,1.47,S,1,1.47,30,78,Zn,$^{78}_{30}Zn$,4.478e-7,78Zn
30-Zn-78,224.75,1.47,S,1,1.47,30,78,Zn,$^{78}_{30}Zn$,4.478e-7,78Zn
30-Zn-78,729.6,319,NS,1e-9,3.1900000000000004e-7,30,78,Zn,$^{78}_{30}Zn$,2.063,78Zn
30-Zn-78,860.3,1.47,S,1,1.47,30,78,Zn,$^{78}_{30}Zn$,4.478e-7,78Zn
30-Zn-78,889.9,319,NS,1e-9,3.1900000000000004e-7,30,78,Zn,$^{78}_{30}Zn$,2.063,78Zn
30-Zn-78,908.3,319,NS,1e-9,3.1900000000000004e-7,30,78,Zn,$^{78}_{30}Zn$,2.063,78Zn
30-Zn-79,702.2,0.995,S,1,0.995,30,79,Zn,$^{79}_{30}Zn$,6.615e-7,79Zn
30-Zn-79,865.8,0.995,S,1,0.995,30,79,Zn,$^{79}_{30}Zn$,6.615e-7,79Zn
30-Zn-79,874.4,0.995,S,1,0.995,30,79,Zn,$^{79}_{30}Zn$,6.615e-7,79Zn
30-Zn-80,712.53,0.54,S,1,0.54,30,80,Zn,$^{80}_{30}Zn$,1.219e-6,80Zn
30-Zn-80,715.4,0.54,S,1,0.54,30,80,Zn,$^{80}_{30}Zn$,1.219e-6,80Zn
30-Zn-80,964.93,0.54,S,1,0.54,30,80,Zn,$^{80}_{30}Zn$,1.219e-6,80Zn
30-Zn-81,351.1,0.32,S,1,0.32,30,81,Zn,$^{81}_{30}Zn$,2.057e-6,81Zn
30-Zn-81,451.7,0.32,S,1,0.32,30,81,Zn,$^{81}_{30}Zn$,2.057e-6,81Zn
30-Zn-81,1621.6,0.32,S,1,0.32,30,81,Zn,$^{81}_{30}Zn$,2.057e-6,81Zn
31-Ga-60,1003.7,70,MS,0.001,0.07,31,60,Ga,$^{60}_{31}Ga$,9.403e-6,60Ga
31-Ga-60,2559,70,MS,0.001,0.07,31,60,Ga,$^{60}_{31}Ga$,9.403e-6,60Ga
31-Ga-61,87.6,0.15,S,1,0.15,31,61,Ga,$^{61}_{31}Ga$,4.388e-6,61Ga
31-Ga-61,122.9,0.15,S,1,0.15,31,61,Ga,$^{61}_{31}Ga$,4.388e-6,61Ga
31-Ga-61,418.4,0.15,S,1,0.15,31,61,Ga,$^{61}_{31}Ga$,4.388e-6,61Ga
31-Ga-63,193,32.4,S,1,32.4,31,63,Ga,$^{63}_{31}Ga$,2.032e-8,63Ga
31-Ga-63,627.1,32.4,S,1,32.4,31,63,Ga,$^{63}_{31}Ga$,2.032e-8,63Ga
31-Ga-63,637,32.4,S,1,32.4,31,63,Ga,$^{63}_{31}Ga$,2.032e-8,63Ga
31-Ga-64,807.85,2.627,M,60,157.61999999999998,31,64,Ga,$^{64}_{31}Ga$,4.176e-9,64Ga
31-Ga-64,991.51,2.627,M,60,157.61999999999998,31,64,Ga,$^{64}_{31}Ga$,4.176e-9,64Ga
31-Ga-65,61.2,15.2,M,60,912,31,65,Ga,$^{65}_{31}Ga$,7.217e-10,65Ga
31-Ga-65,115.09,15.2,M,60,912,31,65,Ga,$^{65}_{31}Ga$,7.217e-10,65Ga
31-Ga-65,153,15.2,M,60,912,31,65,Ga,$^{65}_{31}Ga$,7.217e-10,65Ga
31-Ga-66,833.53,9.49,H,3600,34164,31,66,Ga,$^{66}_{31}Ga$,1.927e-11,66Ga
31-Ga-66,1039.22,9.49,H,3600,34164,31,66,Ga,$^{66}_{31}Ga$,1.927e-11,66Ga
31-Ga-66,2751.84,9.49,H,3600,34164,31,66,Ga,$^{66}_{31}Ga$,1.927e-11,66Ga
31-Ga-67,93.31,3.2617,D,86400,281810.88,31,67,Ga,$^{67}_{31}Ga$,2.336e-12,67Ga
31-Ga-67,184.58,3.2617,D,86400,281810.88,31,67,Ga,$^{67}_{31}Ga$,2.336e-12,67Ga
31-Ga-67,300.22,3.2617,D,86400,281810.88,31,67,Ga,$^{67}_{31}Ga$,2.336e-12,67Ga
31-Ga-68,1077.34,67.71,M,60,4062.5999999999995,31,68,Ga,$^{68}_{31}Ga$,1.62e-10,68Ga
31-Ga-68,1261.08,67.71,M,60,4062.5999999999995,31,68,Ga,$^{68}_{31}Ga$,1.62e-10,68Ga
31-Ga-68,1883.16,67.71,M,60,4062.5999999999995,31,68,Ga,$^{68}_{31}Ga$,1.62e-10,68Ga
31-Ga-70,176.17,21.14,M,60,1268.4,31,70,Ga,$^{70}_{31}Ga$,5.189e-10,70Ga
31-Ga-70,1039.2,21.14,M,60,1268.4,31,70,Ga,$^{70}_{31}Ga$,5.189e-10,70Ga
31-Ga-70,1215,21.14,M,60,1268.4,31,70,Ga,$^{70}_{31}Ga$,5.189e-10,70Ga
31-Ga-72,629.97,14.1,H,3600,50760,31,72,Ga,$^{72}_{31}Ga$,1.297e-11,72Ga
31-Ga-72,834.13,14.1,H,3600,50760,31,72,Ga,$^{72}_{31}Ga$,1.297e-11,72Ga
31-Ga-72,2201.59,14.1,H,3600,50760,31,72,Ga,$^{72}_{31}Ga$,1.297e-11,72Ga
31-Ga-73,297.32,4.86,H,3600,17496,31,73,Ga,$^{73}_{31}Ga$,3.762e-11,73Ga
31-Ga-73,325.7,4.86,H,3600,17496,31,73,Ga,$^{73}_{31}Ga$,3.762e-11,73Ga
31-Ga-73,739.42,4.86,H,3600,17496,31,73,Ga,$^{73}_{31}Ga$,3.762e-11,73Ga
31-Ga-74,56.5,9.5,S,1,9.5,31,74,Ga,$^{74}_{31}Ga$,6.929e-8,74Ga
31-Ga-74,59.7,9.5,S,1,9.5,31,74,Ga,$^{74}_{31}Ga$,6.929e-8,74Ga
31-Ga-74,595.87,8.12,M,60,487.19999999999993,31,74,Ga,$^{74}_{31}Ga$,1.351e-9,74Ga
31-Ga-74,608.4,8.12,M,60,487.19999999999993,31,74,Ga,$^{74}_{31}Ga$,1.351e-9,74Ga
31-Ga-74,2353.61,8.12,M,60,487.19999999999993,31,74,Ga,$^{74}_{31}Ga$,1.351e-9,74Ga
31-Ga-75,252.8,126,S,1,126,31,75,Ga,$^{75}_{31}Ga$,5.224e-9,75Ga
31-Ga-75,574.7,126,S,1,126,31,75,Ga,$^{75}_{31}Ga$,5.224e-9,75Ga
31-Ga-75,885.4,126,S,1,126,31,75,Ga,$^{75}_{31}Ga$,5.224e-9,75Ga
31-Ga-76,545.51,32.6,S,1,32.6,31,76,Ga,$^{76}_{31}Ga$,2.019e-8,76Ga
31-Ga-76,562.93,32.6,S,1,32.6,31,76,Ga,$^{76}_{31}Ga$,2.019e-8,76Ga
31-Ga-76,1108.41,32.6,S,1,32.6,31,76,Ga,$^{76}_{31}Ga$,2.019e-8,76Ga
31-Ga-77,458.6,13.2,S,1,13.2,31,77,Ga,$^{77}_{31}Ga$,4.986e-8,77Ga
31-Ga-77,469.4,13.2,S,1,13.2,31,77,Ga,$^{77}_{31}Ga$,4.986e-8,77Ga
31-Ga-77,2187.3,13.2,S,1,13.2,31,77,Ga,$^{77}_{31}Ga$,4.986e-8,77Ga
31-Ga-78,218,500,NS,1e-9,5.000000000000001e-7,31,78,Ga,$^{78}_{31}Ga$,1.316,78Ga
31-Ga-78,281,500,NS,1e-9,5.000000000000001e-7,31,78,Ga,$^{78}_{31}Ga$,1.316,78Ga
31-Ga-78,342,500,NS,1e-9,5.000000000000001e-7,31,78,Ga,$^{78}_{31}Ga$,1.316,78Ga
31-Ga-78,567.06,5.09,S,1,5.09,31,78,Ga,$^{78}_{31}Ga$,1.293e-7,78Ga
31-Ga-78,619.4,5.09,S,1,5.09,31,78,Ga,$^{78}_{31}Ga$,1.293e-7,78Ga
31-Ga-78,1186.42,5.09,S,1,5.09,31,78,Ga,$^{78}_{31}Ga$,1.293e-7,78Ga
31-Ga-79,464.79,2.847,S,1,2.847,31,79,Ga,$^{79}_{31}Ga$,2.312e-7,79Ga
31-Ga-79,516.41,2.847,S,1,2.847,31,79,Ga,$^{79}_{31}Ga$,2.312e-7,79Ga
31-Ga-79,1187.28,2.847,S,1,2.847,31,79,Ga,$^{79}_{31}Ga$,2.312e-7,79Ga
31-Ga-80,204.5,1.697,S,1,1.697,31,80,Ga,$^{80}_{31}Ga$,3.879e-7,80Ga
31-Ga-80,659.14,1.676,S,1,1.676,31,80,Ga,$^{80}_{31}Ga$,3.927e-7,80Ga
31-Ga-80,1083.47,1.676,S,1,1.676,31,80,Ga,$^{80}_{31}Ga$,3.927e-7,80Ga
31-Ga-80,1109.36,1.676,S,1,1.676,31,80,Ga,$^{80}_{31}Ga$,3.927e-7,80Ga
31-Ga-81,216.47,1.217,S,1,1.217,31,81,Ga,$^{81}_{31}Ga$,5.408e-7,81Ga
31-Ga-81,659.1,1.217,S,1,1.217,31,81,Ga,$^{81}_{31}Ga$,5.408e-7,81Ga
31-Ga-81,711.19,1.217,S,1,1.217,31,81,Ga,$^{81}_{31}Ga$,5.408e-7,81Ga
